Alter;Geschlecht;Einkommen;Internet_Affinit‰t;Dating_App;Partnersuche;Wohngegend
40;m;81667;5;yes;no;Vorstadt
42;m;99621;6;yes;yes;Kleinstadt
42;m;95359;5;no;yes;Vorstadt
43;w;128532;5;yes;yes;Vorstadt
43;m;122041;5;yes;yes;Vorstadt
43;m;95612;5;yes;no;Vorstadt
43;m;81236;5;yes;yes;Land
42;m;79942;5;yes;no;Vorstadt
42;m;104808;5;yes;yes;Land
42;w;105639;5;yes;yes;Vorstadt
44;m;97330;5;yes;yes;Vorstadt
43;m;88011;6;no;yes;Vorstadt
42;m;73592;5;no;yes;Vorstadt
41;m;125878;5;yes;yes;Land
44;m;102562;5;yes;yes;Land
43;m;124171;5;no;yes;Kleinstadt
43;m;79471;5;yes;yes;Vorstadt
40;m;94340;5;yes;yes;Vorstadt
42;m;89007;4;yes;yes;Vorstadt
41;m;101348;5;yes;yes;Land
41;m;59900;5;yes;yes;Vorstadt
42;m;114950;6;yes;yes;Vorstadt
45;m;100412;5;yes;yes;Vorstadt
39;m;99468;4;yes;yes;Land
42;m;97519;5;yes;yes;Land
41;m;91632;4;yes;yes;Vorstadt
43;m;83615;5;yes;no;Vorstadt
41;m;129100;5;yes;yes;Vorstadt
43;m;124184;5;yes;yes;Vorstadt
41;m;86816;5;yes;yes;Vorstadt
43;m;98726;5;yes;no;Vorstadt
43;w;91709;5;no;yes;Vorstadt
41;m;99548;6;yes;yes;Vorstadt
42;m;127021;5;yes;yes;Vorstadt
42;m;105496;4;yes;yes;Vorstadt
42;m;87328;5;yes;no;Vorstadt
42;m;83956;5;yes;yes;Vorstadt
41;w;113084;6;no;yes;Vorstadt
43;m;89111;5;yes;yes;Vorstadt
42;m;90532;5;yes;no;Vorstadt
43;m;89154;4;no;yes;Vorstadt
42;m;79319;6;yes;yes;Vorstadt
42;m;67443;5;no;yes;Groﬂstadt
42;m;118045;5;yes;yes;Vorstadt
42;m;113365;5;yes;yes;Vorstadt
41;m;128167;6;yes;yes;Kleinstadt
42;m;97070;5;yes;yes;Vorstadt
43;m;108775;5;yes;yes;Land
42;m;95623;4;yes;yes;Groﬂstadt
43;m;108146;5;yes;yes;Vorstadt
43;m;79190;5;yes;yes;Vorstadt
42;m;73911;6;yes;yes;Dorf
42;m;114820;4;yes;no;Vorstadt
42;m;105287;5;yes;yes;Vorstadt
42;m;53522;5;yes;yes;Land
41;m;58275;5;yes;yes;Land
42;m;72974;5;yes;yes;Vorstadt
41;m;108707;5;no;yes;Land
42;m;67002;5;yes;yes;Vorstadt
42;w;84511;5;yes;yes;Vorstadt
41;m;100282;6;yes;yes;Vorstadt
41;m;110674;4;yes;yes;Vorstadt
41;m;102204;5;yes;yes;Vorstadt
43;m;78828;4;yes;yes;Vorstadt
41;m;100741;5;yes;yes;Vorstadt
42;m;118692;5;yes;yes;Vorstadt
43;m;128923;5;yes;yes;Vorstadt
41;m;127159;5;yes;yes;Vorstadt
42;m;119445;5;yes;yes;Vorstadt
41;m;111625;5;no;yes;Vorstadt
41;m;123400;5;yes;yes;Vorstadt
41;m;72828;5;yes;yes;Vorstadt
42;m;101764;5;yes;yes;Vorstadt
43;m;88955;5;yes;yes;Vorstadt
42;m;114308;5;yes;yes;Kleinstadt
43;m;67712;6;yes;yes;Vorstadt
42;m;103555;6;yes;yes;Vorstadt
41;m;121930;6;yes;yes;Vorstadt
44;m;130025;5;yes;yes;Land
42;m;92249;5;yes;no;Vorstadt
42;m;108829;5;yes;yes;Vorstadt
42;m;132351;6;yes;yes;Land
43;w;97298;5;yes;yes;Vorstadt
41;m;122317;5;yes;yes;Land
41;m;103096;5;yes;yes;Vorstadt
43;m;65642;5;yes;yes;Vorstadt
42;m;120212;4;yes;yes;Vorstadt
42;m;125236;4;yes;yes;Dorf
41;m;75692;5;no;yes;Vorstadt
43;m;83209;5;yes;yes;Kleinstadt
41;m;103174;5;yes;no;Vorstadt
42;m;110521;5;yes;yes;Vorstadt
42;m;115503;4;yes;yes;Vorstadt
41;m;122797;5;yes;yes;Land
41;m;78253;6;yes;yes;Kleinstadt
42;m;108338;5;yes;yes;Dorf
44;w;75324;5;yes;yes;Vorstadt
44;m;78030;5;yes;yes;Dorf
43;m;91222;5;yes;yes;Vorstadt
43;m;67970;6;yes;yes;Vorstadt
43;w;86461;5;yes;yes;Vorstadt
43;m;75200;6;no;yes;Vorstadt
41;m;116132;5;yes;yes;Kleinstadt
42;m;39455;6;yes;yes;Land
42;m;89330;5;yes;yes;Vorstadt
42;w;120405;5;yes;yes;Vorstadt
41;w;90916;5;yes;yes;Vorstadt
41;m;98752;5;yes;yes;Vorstadt
42;m;86638;5;yes;yes;Land
43;m;109864;5;yes;yes;Vorstadt
43;m;118807;5;no;yes;Groﬂstadt
41;m;80213;5;yes;yes;Vorstadt
41;m;110819;4;yes;yes;Vorstadt
43;m;108084;4;yes;yes;Vorstadt
42;m;82486;6;yes;yes;Vorstadt
43;m;111300;5;yes;yes;Vorstadt
42;m;80336;6;yes;yes;Vorstadt
42;m;96211;5;yes;yes;Land
41;m;87431;4;yes;yes;Dorf
42;m;113640;5;yes;yes;Vorstadt
42;m;97353;5;yes;yes;Vorstadt
42;w;45894;5;yes;yes;Vorstadt
41;m;88103;5;yes;yes;Vorstadt
41;m;100675;5;no;yes;Vorstadt
43;m;94340;5;yes;yes;Vorstadt
43;m;107197;5;yes;yes;Kleinstadt
43;m;96429;5;yes;yes;Vorstadt
43;m;76472;4;yes;yes;Vorstadt
42;m;108785;6;yes;no;Vorstadt
43;m;65818;5;yes;yes;Vorstadt
41;m;71802;5;yes;yes;Vorstadt
41;m;96332;4;yes;yes;Vorstadt
42;m;90580;5;yes;yes;Vorstadt
43;m;111458;5;yes;yes;Kleinstadt
42;m;68648;4;yes;no;Vorstadt
42;m;106708;4;yes;yes;Dorf
41;m;110177;5;yes;yes;Groﬂstadt
42;m;131355;5;yes;yes;Vorstadt
43;w;93413;5;no;yes;Vorstadt
41;m;113729;5;yes;yes;Kleinstadt
40;m;82881;5;yes;yes;Vorstadt
42;m;113978;5;no;yes;Vorstadt
40;m;138037;4;yes;yes;Land
44;m;89023;5;yes;yes;Vorstadt
43;w;121095;5;yes;yes;Vorstadt
41;m;88179;5;yes;yes;Land
43;m;94708;5;yes;yes;Vorstadt
42;m;123857;4;yes;yes;Vorstadt
42;m;91965;6;yes;yes;Vorstadt
41;m;114672;5;yes;yes;Vorstadt
43;m;90809;5;yes;yes;Vorstadt
42;m;88317;5;yes;yes;Land
39;m;145610;5;yes;yes;Land
43;w;119408;5;no;yes;Land
43;m;93431;4;yes;yes;Vorstadt
41;m;96633;5;yes;yes;Vorstadt
43;m;92310;5;yes;no;Vorstadt
42;m;99092;7;yes;yes;Vorstadt
43;m;83291;5;yes;yes;Kleinstadt
42;m;84647;5;yes;yes;Vorstadt
41;m;110277;5;yes;yes;Vorstadt
41;m;124377;5;no;yes;Land
42;m;68073;5;yes;yes;Vorstadt
42;m;94955;6;yes;yes;Vorstadt
41;m;81488;6;yes;yes;Vorstadt
42;m;120846;5;yes;yes;Groﬂstadt
42;w;119641;5;yes;yes;Vorstadt
42;m;95235;5;yes;yes;Kleinstadt
41;m;86380;5;yes;yes;Vorstadt
42;m;112378;5;yes;no;Vorstadt
42;m;96475;5;yes;yes;Vorstadt
41;m;104113;5;no;yes;Vorstadt
40;m;60363;5;yes;yes;Vorstadt
42;m;114217;5;yes;yes;Vorstadt
42;w;82760;6;yes;yes;Vorstadt
42;m;99157;4;yes;yes;Vorstadt
42;m;129229;4;yes;yes;Kleinstadt
40;w;116723;5;yes;yes;Vorstadt
42;w;89875;5;yes;no;Vorstadt
41;m;96174;5;yes;yes;Vorstadt
43;m;111308;5;yes;yes;Kleinstadt
42;m;113303;6;yes;yes;Vorstadt
42;m;114319;5;yes;yes;Vorstadt
41;m;102549;5;yes;yes;Land
41;w;109963;4;yes;no;Land
43;m;82422;5;yes;yes;Vorstadt
40;m;106542;5;yes;yes;Vorstadt
41;m;89343;5;yes;no;Land
41;m;151534;5;yes;yes;Kleinstadt
41;m;65428;5;yes;yes;Land
42;m;79747;5;yes;yes;Vorstadt
42;m;88404;5;yes;yes;Vorstadt
44;m;96585;5;yes;yes;Vorstadt
42;m;94654;5;yes;yes;Vorstadt
41;m;98831;5;yes;yes;Vorstadt
43;m;95399;4;yes;yes;Groﬂstadt
41;m;99955;5;yes;yes;Groﬂstadt
41;m;106402;5;yes;yes;Vorstadt
42;m;102574;6;yes;yes;Vorstadt
41;m;85924;5;yes;yes;Vorstadt
43;m;116417;5;yes;yes;Vorstadt
42;w;84063;4;yes;yes;Vorstadt
42;w;79799;5;yes;yes;Land
42;m;140462;5;yes;yes;Vorstadt
42;m;123053;5;yes;no;Kleinstadt
43;m;79766;5;yes;yes;Vorstadt
42;m;132504;5;yes;yes;Vorstadt
44;m;96674;5;no;yes;Vorstadt
42;m;110186;5;yes;yes;Vorstadt
42;m;116721;5;yes;no;Vorstadt
42;m;112273;5;yes;no;Vorstadt
43;m;57883;6;yes;yes;Land
42;m;126861;5;yes;yes;Groﬂstadt
42;m;96381;4;yes;yes;Land
41;m;86298;5;yes;no;Kleinstadt
44;m;72122;5;yes;no;Vorstadt
41;m;88343;4;yes;yes;Kleinstadt
40;m;82878;5;yes;yes;Vorstadt
41;m;106980;5;yes;yes;Vorstadt
42;m;62375;5;yes;yes;Land
42;m;116784;5;yes;yes;Vorstadt
41;m;118645;6;yes;yes;Vorstadt
41;m;87385;5;yes;no;Vorstadt
41;w;101714;6;yes;yes;Vorstadt
44;w;106878;4;yes;yes;Vorstadt
42;m;106166;5;yes;yes;Land
43;m;54284;5;yes;yes;Vorstadt
43;w;122493;5;yes;yes;Vorstadt
41;m;72407;5;yes;no;Vorstadt
41;m;134596;5;yes;yes;Vorstadt
43;m;111411;4;yes;yes;Vorstadt
43;m;105761;6;yes;no;Vorstadt
42;m;102250;5;yes;yes;Vorstadt
41;m;84318;5;yes;yes;Vorstadt
42;m;119860;6;yes;yes;Vorstadt
43;m;90647;5;yes;yes;Land
43;m;102845;5;yes;yes;Land
41;m;107565;4;yes;yes;Vorstadt
41;m;93213;5;no;yes;Vorstadt
42;m;90536;5;yes;yes;Vorstadt
42;m;117545;5;yes;yes;Vorstadt
41;m;94072;4;yes;yes;Vorstadt
42;m;96319;5;yes;yes;Vorstadt
40;m;100588;5;yes;yes;Vorstadt
41;m;80751;4;yes;no;Vorstadt
43;m;67715;4;no;yes;Vorstadt
44;m;97217;5;yes;yes;Vorstadt
42;m;124433;4;yes;yes;Land
43;w;90295;5;yes;yes;Land
43;w;69267;5;yes;yes;Land
42;m;81346;5;yes;yes;Vorstadt
41;m;103175;6;yes;yes;Vorstadt
41;m;86750;5;yes;yes;Vorstadt
42;m;98960;5;yes;no;Vorstadt
43;m;125351;5;yes;yes;Land
42;m;81108;4;yes;yes;Vorstadt
42;m;70430;5;yes;yes;Vorstadt
41;m;80321;5;yes;yes;Vorstadt
42;m;63937;6;yes;yes;Dorf
43;m;111808;5;yes;yes;Vorstadt
42;m;128817;5;yes;yes;Vorstadt
42;m;105315;5;yes;yes;Vorstadt
42;m;131486;4;yes;yes;Vorstadt
42;m;78108;6;yes;no;Vorstadt
43;m;93107;5;yes;yes;Vorstadt
41;m;77426;5;yes;yes;Vorstadt
41;m;82155;5;yes;yes;Vorstadt
41;m;148883;5;yes;yes;Vorstadt
40;w;86653;5;yes;yes;Vorstadt
42;m;77815;5;yes;yes;Vorstadt
42;m;124034;5;yes;yes;Vorstadt
42;m;99538;5;yes;yes;Dorf
43;w;95220;5;yes;yes;Land
42;m;132500;5;yes;yes;Vorstadt
41;m;124040;4;yes;yes;Vorstadt
41;m;88923;5;yes;yes;Vorstadt
41;m;122538;5;yes;yes;Groﬂstadt
42;m;145070;4;yes;yes;Vorstadt
43;m;134103;5;yes;yes;Vorstadt
42;m;82884;5;yes;yes;Vorstadt
43;m;131778;5;yes;yes;Vorstadt
40;m;103918;5;yes;yes;Vorstadt
43;m;94297;4;yes;yes;Vorstadt
39;m;102769;6;yes;yes;Vorstadt
40;m;132088;5;yes;yes;Vorstadt
43;m;89326;5;yes;yes;Vorstadt
40;m;82131;5;yes;yes;Vorstadt
44;w;107732;5;yes;yes;Vorstadt
41;m;129053;5;no;yes;Vorstadt
43;m;114707;6;yes;no;Land
42;m;97358;5;yes;yes;Vorstadt
42;m;79900;5;no;yes;Vorstadt
43;m;99536;6;yes;yes;Vorstadt
42;m;81692;5;yes;yes;Vorstadt
44;m;59778;5;yes;yes;Vorstadt
39;m;80580;5;yes;yes;Vorstadt
42;m;60036;6;no;yes;Vorstadt
43;m;116483;5;yes;yes;Land
43;m;122484;5;no;yes;Vorstadt
42;w;85023;5;yes;yes;Vorstadt
43;m;123484;4;yes;yes;Vorstadt
42;m;93368;5;yes;yes;Vorstadt
42;m;102950;5;yes;yes;Dorf
42;m;78352;5;yes;yes;Vorstadt
41;m;66495;5;yes;yes;Land
42;m;90030;5;yes;yes;Vorstadt
43;m;94105;5;yes;yes;Vorstadt
41;m;134351;5;yes;yes;Vorstadt
43;w;85288;5;yes;yes;Groﬂstadt
42;w;89488;6;yes;yes;Vorstadt
43;m;110796;5;yes;no;Vorstadt
41;m;104606;5;yes;yes;Land
43;w;129623;5;yes;yes;Vorstadt
44;m;83530;5;yes;yes;Vorstadt
42;m;74405;5;yes;yes;Vorstadt
43;m;131127;5;yes;yes;Vorstadt
42;m;76287;6;yes;yes;Vorstadt
41;m;76801;6;yes;yes;Vorstadt
42;m;93314;5;yes;yes;Vorstadt
42;m;148028;5;yes;yes;Land
42;m;145687;5;no;yes;Vorstadt
44;m;81301;5;yes;yes;Kleinstadt
42;w;72004;4;yes;yes;Land
41;m;121353;5;yes;yes;Vorstadt
41;w;106641;5;yes;yes;Dorf
42;m;105205;5;yes;yes;Vorstadt
42;w;101812;5;yes;yes;Vorstadt
43;w;118398;5;yes;yes;Vorstadt
40;m;107732;4;yes;yes;Vorstadt
42;m;105684;5;yes;no;Groﬂstadt
43;m;109169;4;yes;yes;Kleinstadt
42;m;98440;4;yes;no;Vorstadt
40;m;72226;5;yes;yes;Vorstadt
41;m;97473;5;yes;no;Kleinstadt
41;m;106445;4;yes;yes;Vorstadt
42;w;101820;5;yes;yes;Vorstadt
40;m;85699;4;yes;yes;Vorstadt
42;m;108713;5;yes;yes;Vorstadt
41;m;135845;5;yes;yes;Vorstadt
43;m;98657;7;yes;yes;Vorstadt
43;m;127955;5;no;yes;Vorstadt
43;m;110958;5;yes;yes;Vorstadt
42;m;79854;5;yes;yes;Groﬂstadt
43;m;83717;4;yes;yes;Vorstadt
42;w;120905;5;yes;yes;Groﬂstadt
41;m;116660;5;yes;yes;Vorstadt
42;m;60482;5;no;yes;Vorstadt
43;m;60031;5;yes;no;Vorstadt
41;w;80730;5;yes;yes;Vorstadt
42;m;73124;5;yes;yes;Vorstadt
41;m;67372;5;yes;no;Land
41;m;109912;5;yes;yes;Vorstadt
42;m;71036;4;yes;yes;Vorstadt
43;m;90588;5;yes;yes;Vorstadt
41;m;123358;5;yes;yes;Vorstadt
42;m;89664;5;yes;yes;Vorstadt
41;m;66071;5;yes;yes;Vorstadt
43;m;99115;5;yes;yes;Kleinstadt
41;m;78929;5;yes;yes;Land
42;m;65602;4;yes;yes;Groﬂstadt
42;m;80140;5;yes;yes;Vorstadt
43;m;110475;5;yes;yes;Groﬂstadt
40;m;129400;5;yes;yes;Kleinstadt
42;m;99385;6;yes;no;Groﬂstadt
40;m;88524;6;yes;yes;Vorstadt
44;m;140169;6;yes;no;Vorstadt
42;m;76200;5;no;yes;Land
42;w;108481;5;yes;yes;Vorstadt
41;m;116845;5;yes;yes;Vorstadt
43;m;89829;5;yes;yes;Vorstadt
43;m;100773;5;no;yes;Vorstadt
42;m;105520;4;no;yes;Vorstadt
41;m;110330;6;no;yes;Vorstadt
40;m;84126;5;yes;yes;Vorstadt
43;m;119804;4;yes;yes;Vorstadt
42;m;105311;5;yes;yes;Vorstadt
43;w;90484;5;yes;yes;Kleinstadt
44;m;95301;4;yes;yes;Vorstadt
42;m;111958;5;yes;no;Vorstadt
43;m;98765;4;yes;yes;Vorstadt
43;w;97137;5;yes;yes;Dorf
42;m;94448;5;yes;yes;Vorstadt
43;m;106838;5;yes;yes;Groﬂstadt
41;m;52617;5;yes;yes;Vorstadt
43;m;121709;5;yes;yes;Vorstadt
40;m;145839;5;yes;yes;Vorstadt
46;m;126713;5;yes;yes;Groﬂstadt
41;m;100649;6;yes;yes;Vorstadt
41;m;99054;5;yes;yes;Kleinstadt
41;m;88120;4;yes;yes;Vorstadt
42;m;105892;5;yes;yes;Vorstadt
42;m;94080;5;yes;yes;Vorstadt
42;m;109524;5;yes;yes;Vorstadt
45;m;97302;6;yes;yes;Land
43;w;148383;6;yes;yes;Dorf
41;m;92930;5;yes;yes;Vorstadt
41;m;101030;5;no;yes;Kleinstadt
41;m;133244;4;yes;yes;Vorstadt
41;m;126058;5;no;yes;Vorstadt
43;m;109421;6;yes;yes;Vorstadt
42;m;114425;4;yes;yes;Kleinstadt
41;m;114790;5;yes;yes;Vorstadt
42;m;91320;6;no;yes;Vorstadt
42;w;90718;5;yes;yes;Groﬂstadt
42;m;70336;6;yes;yes;Vorstadt
40;w;129732;4;yes;yes;Groﬂstadt
42;m;108447;5;yes;yes;Vorstadt
41;m;112732;5;yes;yes;Vorstadt
41;m;80382;5;yes;yes;Land
41;w;105208;6;yes;yes;Vorstadt
43;m;79340;5;yes;no;Vorstadt
41;m;82946;5;yes;yes;Groﬂstadt
41;m;80266;6;yes;yes;Vorstadt
42;m;79479;5;yes;yes;Groﬂstadt
41;m;89903;5;yes;yes;Vorstadt
43;m;73258;6;yes;yes;Vorstadt
42;m;83971;5;yes;no;Vorstadt
43;m;81002;5;yes;yes;Vorstadt
43;m;113035;5;no;yes;Vorstadt
42;m;117299;5;yes;yes;Land
40;m;87357;5;yes;yes;Vorstadt
43;m;79838;5;yes;yes;Vorstadt
41;m;92731;5;yes;yes;Land
41;m;99101;5;yes;no;Groﬂstadt
42;m;100230;5;yes;yes;Land
43;w;89170;5;yes;yes;Groﬂstadt
42;w;119884;6;yes;yes;Vorstadt
40;m;106480;6;yes;yes;Vorstadt
43;m;110043;5;yes;yes;Vorstadt
41;m;111906;6;yes;yes;Kleinstadt
41;m;108345;5;yes;yes;Vorstadt
43;m;121915;5;yes;yes;Vorstadt
41;m;70047;5;yes;yes;Vorstadt
43;w;105390;5;yes;yes;Land
43;m;96238;5;yes;yes;Vorstadt
42;m;119383;5;no;yes;Vorstadt
40;m;72764;5;yes;yes;Vorstadt
43;w;93312;6;yes;yes;Vorstadt
43;m;145455;5;yes;no;Vorstadt
43;m;87268;5;yes;yes;Dorf
43;m;106004;5;yes;yes;Vorstadt
41;m;96730;5;yes;yes;Vorstadt
41;m;95392;4;yes;yes;Vorstadt
44;m;93033;6;yes;yes;Vorstadt
41;m;70650;5;yes;yes;Kleinstadt
44;m;122822;5;yes;yes;Vorstadt
42;m;109775;6;yes;yes;Vorstadt
41;m;99840;5;yes;yes;Vorstadt
43;m;117535;5;yes;yes;Kleinstadt
43;w;118063;5;yes;yes;Vorstadt
40;m;89583;5;yes;yes;Vorstadt
42;m;103439;4;yes;yes;Vorstadt
41;m;89864;6;yes;yes;Land
43;m;131165;5;yes;yes;Kleinstadt
40;w;99564;5;yes;yes;Vorstadt
43;m;126379;5;yes;yes;Vorstadt
42;m;141966;4;no;yes;Vorstadt
43;m;104918;5;no;yes;Vorstadt
40;m;76339;5;yes;yes;Land
42;m;101249;5;yes;yes;Vorstadt
43;m;94792;5;yes;no;Kleinstadt
44;m;81929;5;yes;yes;Vorstadt
42;w;114608;6;yes;yes;Vorstadt
41;m;83213;5;yes;no;Vorstadt
42;m;98650;5;yes;yes;Vorstadt
42;m;98507;5;yes;yes;Vorstadt
43;m;78622;5;yes;no;Land
42;m;87922;5;yes;yes;Vorstadt
42;m;112843;5;yes;yes;Land
42;w;114921;6;yes;yes;Vorstadt
41;m;95752;5;yes;no;Vorstadt
40;m;83917;5;yes;yes;Vorstadt
41;m;97319;5;yes;yes;Groﬂstadt
41;m;92122;5;yes;yes;Vorstadt
42;m;112829;5;yes;yes;Vorstadt
42;m;102731;5;yes;yes;Kleinstadt
41;m;124079;5;yes;yes;Land
42;m;82064;5;yes;yes;Vorstadt
43;m;104417;5;yes;yes;Vorstadt
43;m;109939;4;yes;yes;Land
41;m;72021;5;yes;yes;Vorstadt
42;m;82180;5;no;no;Kleinstadt
42;m;98374;5;yes;yes;Vorstadt
43;m;138360;5;yes;yes;Vorstadt
42;m;79963;6;yes;yes;Land
42;m;111469;5;yes;yes;Vorstadt
42;m;81048;5;no;yes;Vorstadt
42;w;53436;4;yes;yes;Dorf
43;m;81076;5;yes;yes;Vorstadt
42;m;102214;5;yes;yes;Vorstadt
42;m;151037;4;yes;yes;Vorstadt
42;m;86972;4;yes;yes;Vorstadt
41;m;71625;5;yes;yes;Vorstadt
42;m;116998;5;yes;yes;Vorstadt
44;m;104399;5;yes;yes;Vorstadt
42;m;130136;6;yes;yes;Vorstadt
44;m;86370;6;yes;yes;Vorstadt
43;m;102094;5;yes;yes;Vorstadt
42;m;100584;5;yes;yes;Kleinstadt
43;m;96796;4;yes;no;Vorstadt
44;m;115376;5;yes;yes;Vorstadt
41;m;112079;5;yes;yes;Vorstadt
42;w;88916;5;yes;yes;Land
42;w;81321;5;no;yes;Vorstadt
42;m;76968;6;yes;yes;Vorstadt
41;m;108852;5;yes;yes;Land
43;m;98273;4;yes;yes;Land
42;m;70662;4;yes;yes;Vorstadt
41;m;117183;5;yes;yes;Vorstadt
42;m;120808;6;yes;yes;Vorstadt
40;m;87003;4;yes;yes;Vorstadt
41;m;91360;5;yes;no;Land
41;m;110707;5;yes;yes;Vorstadt
42;m;103679;5;yes;yes;Vorstadt
42;w;83627;6;yes;yes;Land
43;m;124061;4;yes;no;Vorstadt
41;m;107091;5;no;yes;Vorstadt
42;m;81881;5;yes;yes;Vorstadt
41;m;99249;5;yes;yes;Dorf
41;m;114657;6;yes;yes;Vorstadt
43;m;75757;5;yes;yes;Kleinstadt
44;m;118182;5;yes;yes;Vorstadt
44;m;82851;6;yes;yes;Vorstadt
41;w;107168;5;yes;yes;Vorstadt
41;m;61782;4;yes;yes;Groﬂstadt
41;m;129710;5;yes;yes;Vorstadt
43;w;112974;5;yes;yes;Vorstadt
42;m;107894;5;yes;yes;Vorstadt
43;m;101109;6;yes;no;Vorstadt
42;m;119062;5;yes;yes;Vorstadt
41;m;88939;5;yes;yes;Kleinstadt
43;m;98495;5;yes;no;Vorstadt
42;m;130186;6;yes;yes;Vorstadt
43;m;112188;4;no;yes;Vorstadt
41;m;131573;5;yes;no;Vorstadt
43;m;78619;5;yes;yes;Vorstadt
42;m;112170;5;yes;yes;Land
42;m;101729;5;yes;yes;Vorstadt
42;m;118401;5;yes;yes;Vorstadt
41;m;110531;5;yes;yes;Vorstadt
43;m;112612;5;yes;no;Land
42;m;79495;6;yes;no;Land
43;m;139571;5;no;yes;Vorstadt
41;m;101304;5;yes;yes;Land
43;w;130593;6;yes;yes;Vorstadt
43;m;99287;5;yes;yes;Vorstadt
42;m;117970;5;yes;yes;Land
41;m;112267;5;yes;yes;Vorstadt
43;m;123984;5;yes;yes;Vorstadt
43;m;109498;5;yes;yes;Vorstadt
43;w;88963;5;yes;no;Vorstadt
42;m;67565;5;yes;yes;Vorstadt
43;m;154299;5;yes;yes;Vorstadt
41;m;101983;5;yes;yes;Vorstadt
42;m;112588;4;yes;yes;Kleinstadt
42;m;101564;6;yes;yes;Vorstadt
42;m;97120;5;yes;yes;Vorstadt
43;m;97704;6;yes;yes;Vorstadt
41;m;120477;5;no;yes;Vorstadt
41;m;93471;5;yes;yes;Vorstadt
44;m;112807;4;yes;yes;Vorstadt
42;m;110380;6;yes;yes;Vorstadt
42;m;139589;5;yes;no;Vorstadt
42;m;147805;5;yes;yes;Land
41;m;103355;5;no;yes;Vorstadt
41;m;113357;5;yes;yes;Vorstadt
43;m;122425;6;yes;no;Vorstadt
41;m;98902;5;yes;yes;Vorstadt
44;m;92960;5;yes;no;Vorstadt
42;m;89620;5;yes;yes;Vorstadt
42;m;93363;5;yes;yes;Vorstadt
42;m;130035;5;yes;yes;Vorstadt
43;m;102309;4;no;yes;Kleinstadt
42;m;89915;5;yes;yes;Land
44;m;108056;5;yes;no;Vorstadt
43;m;86870;5;yes;yes;Vorstadt
41;m;113429;5;yes;yes;Vorstadt
41;m;100276;4;yes;yes;Vorstadt
42;m;95019;5;yes;yes;Vorstadt
41;m;118022;5;no;yes;Vorstadt
41;m;79937;5;yes;yes;Kleinstadt
42;m;110253;4;yes;yes;Vorstadt
42;m;129310;6;yes;yes;Vorstadt
41;m;80998;6;yes;yes;Groﬂstadt
42;m;106472;5;yes;yes;Dorf
42;m;92068;5;yes;yes;Vorstadt
40;m;104633;5;yes;yes;Vorstadt
42;m;84869;5;yes;yes;Vorstadt
42;m;60878;5;yes;no;Vorstadt
41;m;62130;4;yes;yes;Vorstadt
41;m;130546;6;yes;yes;Vorstadt
41;w;108712;5;yes;yes;Vorstadt
42;m;105470;4;yes;yes;Vorstadt
45;m;109289;5;yes;yes;Vorstadt
43;m;110322;5;yes;yes;Land
44;m;71408;5;no;yes;Vorstadt
42;m;135491;5;yes;yes;Vorstadt
41;m;145197;6;yes;yes;Vorstadt
43;m;112723;5;yes;yes;Vorstadt
43;m;54063;5;yes;yes;Land
42;w;96352;5;yes;yes;Land
44;w;91438;5;yes;yes;Land
42;m;115841;6;yes;yes;Vorstadt
43;m;71547;6;yes;no;Vorstadt
43;m;93596;5;yes;yes;Land
41;m;102275;4;yes;yes;Vorstadt
42;m;88809;5;yes;yes;Vorstadt
42;m;91193;6;yes;yes;Land
40;m;75512;4;no;yes;Kleinstadt
41;m;75751;5;yes;yes;Vorstadt
42;m;100292;5;yes;yes;Kleinstadt
41;m;94706;5;yes;yes;Vorstadt
43;m;99399;5;yes;yes;Vorstadt
41;m;79527;5;no;yes;Vorstadt
43;m;96284;5;yes;yes;Vorstadt
43;m;116624;5;yes;yes;Vorstadt
41;w;114160;5;yes;yes;Vorstadt
41;m;100953;4;no;yes;Vorstadt
44;m;77943;5;yes;yes;Vorstadt
40;m;137049;5;yes;yes;Dorf
43;m;127794;5;yes;yes;Vorstadt
41;m;68366;4;yes;yes;Vorstadt
41;m;85755;5;yes;yes;Dorf
43;m;104455;5;yes;yes;Kleinstadt
44;m;97072;5;yes;yes;Land
42;m;64713;5;yes;no;Vorstadt
42;m;106013;5;no;yes;Dorf
41;m;117603;5;yes;yes;Vorstadt
41;m;108154;6;yes;yes;Vorstadt
40;m;84067;4;yes;yes;Vorstadt
43;m;136297;5;yes;no;Vorstadt
42;m;81814;6;yes;yes;Vorstadt
40;m;119532;4;yes;yes;Vorstadt
42;m;95700;5;yes;yes;Vorstadt
43;m;120503;5;yes;yes;Vorstadt
42;m;80773;5;yes;yes;Kleinstadt
42;w;130871;5;yes;yes;Vorstadt
42;w;114163;5;yes;yes;Vorstadt
42;m;113156;5;yes;yes;Vorstadt
42;m;89538;4;yes;no;Vorstadt
42;m;85511;6;yes;yes;Kleinstadt
43;w;89652;4;yes;yes;Vorstadt
42;m;94571;5;yes;no;Vorstadt
43;m;91939;6;yes;yes;Vorstadt
43;m;97218;5;yes;yes;Vorstadt
44;m;95959;5;yes;yes;Vorstadt
43;m;104262;5;yes;yes;Vorstadt
40;m;106684;5;yes;yes;Land
42;m;118270;5;yes;yes;Land
42;m;102321;6;yes;yes;Land
42;m;86857;5;no;yes;Vorstadt
44;m;127352;4;yes;yes;Vorstadt
